2025-07-17 16:21:25,236 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-07-17 16:21:25,260 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-07-17 16:21:25,261 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-07-17 16:21:25,262 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-07-17 16:21:25,275 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-07-17 16:21:25,275 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-07-17 16:21:25,276 INFO  SwAddin.cs: 201 - Setting up command manager
2025-07-17 16:21:25,277 INFO  SwAddin.cs: 204 - Adding command manager
2025-07-17 16:21:25,278 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-07-17 16:21:25,282 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-07-17 16:21:25,282 INFO  SwAddin.cs: 210 - Adding event handlers
2025-07-17 16:21:25,412 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-07-21 09:13:38,884 INFO  SwAddin.cs: 294 - Assembly export called for file 0717
2025-07-21 09:13:39,875 INFO  SwAddin.cs: 313 - Saving assembly
2025-07-21 09:13:39,935 INFO  SwAddin.cs: 316 - Opening property manager
2025-07-21 09:13:39,955 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0717
2025-07-21 09:13:39,982 INFO  ExportHelperExtension.cs: 1136 - Found 47 in 0717
2025-07-21 09:13:39,982 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 0717
2025-07-21 09:13:39,983 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-07-21 09:13:39,983 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2025-07-21 09:13:39,984 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_4-1
2025-07-21 09:13:39,985 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link_4-1
2025-07-21 09:13:39,985 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_4-1
2025-07-21 09:13:39,986 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_2-1
2025-07-21 09:13:39,986 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link_2-1
2025-07-21 09:13:39,986 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_2-1
2025-07-21 09:13:39,986 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_1-1
2025-07-21 09:13:39,987 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link_1-1
2025-07-21 09:13:39,987 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_1-1
2025-07-21 09:13:39,987 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_3-1
2025-07-21 09:13:39,988 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link_3-1
2025-07-21 09:13:39,988 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_3-1
2025-07-21 09:13:39,989 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_5-1
2025-07-21 09:13:39,989 INFO  ExportHelperExtension.cs: 1136 - Found 29 in link_5-1
2025-07-21 09:13:39,990 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_5-1
2025-07-21 09:13:39,990 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_6-1
2025-07-21 09:13:39,991 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link_6-1
2025-07-21 09:13:39,992 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_6-1
2025-07-21 09:13:39,993 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 0717
2025-07-21 09:13:39,993 INFO  ExportHelperExtension.cs: 1136 - Found 47 in 0717
2025-07-21 09:13:39,994 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in 0717
2025-07-21 09:13:39,995 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-07-21 09:13:39,996 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
